4166,Deepak Urmode,Verification doesn't work,1,0,24-01-2022 19:14,Tinder;;
4167,Sto nky,Not as good as i thought. People only use this cuz of Pop culture but the app itself is quite bad,3,0,24-01-2022 19:09,Tinder;;
"4168,Hani Sami,""Deleted conversation, I have not been deleted of girls but messages deleted between us when they told me on other programs that they thought I had deleted them. You must fix that, some girls that I lost because of this."",1,0,24-01-2022 19:06,Tinder";;
4169,Celeste Hill,No contacts,1,0,24-01-2022 19:04,Tinder;;
4170,Nickolas Hanif,Even though you pay a lot of money you still need to pay more to get people to see your profile and even then some,1,0,24-01-2022 19:00,Tinder;;
4171,ULISES GARCIA,Kinda sucks. No one answers back.,2,0,24-01-2022 18:54,Tinder;;
4172,awee,Just got banned for no reason lol,1,1,24-01-2022 18:50,Tinder;;
4173,Yash mane,excellent app 👍👍👍,5,0,24-01-2022 18:48,Tinder;;
4174,Zasha Nangi,I enjoy it,5,0,24-01-2022 18:29,Tinder;;
4175,Glory Ebere,It's awesome,5,0,24-01-2022 18:21,Tinder;;
4176,Henry Uzoh,Nice place to meet beautiful people,5,0,24-01-2022 18:02,Tinder;;
"4177,Van Griffin,""This is a legit scam, forces you to pay. 80+ people like me, 6 days of swiping and not a single match. I'd have to buy tier two. So predatory... Just go talk to people IRL!"",1,0,24-01-2022 18:00,Tinder";;
"4178,Tanya Caburnay,""I give one star because always say paments..cant see all guys like me,,this is defficult appz..always asking for money"",1,0,24-01-2022 17:58,Tinder";;
4179,jinachandran kc,Not working...,1,0,24-01-2022 17:55,Tinder;;
4180,Lmer hypeX,Best dating apps for newbieis😀👍,5,0,24-01-2022 17:54,Tinder;;
"4181,Nick Coad,""Just keeps showing people from other countries, completely useless. Still the same as at Jan 2022. I have my range set but it ignores it. What's the point? Why does anyone use this?"",1,4,24-01-2022 17:41,Tinder";;
4182,Surya Sriram,Nice,5,0,24-01-2022 17:40,Tinder;;
"4183,ThatBoyScoobs,""I like tinder so far so good , i just wish ya had preferences age,nationality free plz"",4,3,24-01-2022 17:30,Tinder";;
4184,Alex ABT,Futi mult rau .,5,0,24-01-2022 17:07,Tinder;;
4185,karim salah,This app is useless only made to take your money,1,1,24-01-2022 17:06,Tinder;;
4186,shanno Shaikh,Worst app Ever,1,0,24-01-2022 17:02,Tinder;;
4187,Leigh Ann van der Merwe,Verify youre a human...and nothing else thereafter.,1,0,24-01-2022 17:02,Tinder;;
4188,Harsha vardhan,Try finding Date on real life not on these fake apps guy's.,1,0,24-01-2022 16:55,Tinder;;
4189,Johnny Lord Pain,Its ight,1,0,24-01-2022 16:53,Tinder;;
"4190,Adrian Ionut,""It's a nice app but probably more likely to find your other half in this review section than on tinder 😅. Sooo... I'm Adrian, 1,73m classic lumberjack dadbod, dark black hair and beard, black eyes, I like cars and i drive them for a living. I also like long romantic walks and I'm a dog person."",2,1,24-01-2022 16:46,Tinder";;
"4191,Brittney Meeks,""They don't answer their email ever! And no customer support number. Oh well, there are better apps out there."",1,0,24-01-2022 16:45,Tinder";;
"4192,Jovan Ratkovac,""Do not install this all, it doesnt work."",1,0,24-01-2022 16:41,Tinder";;
4193,shaked hadash,It's an OK app . Good for matching but bad for being so restricted if you have a free account. Edit: they've deleted matches I've seen with my eyes happening. They remove likes people did to you in order for you to pay. Uninstalling,3,0,24-01-2022 16:26,Tinder;;
4194,Pro Gamer,More options need to be free,3,0,24-01-2022 16:10,Tinder;;
4195,She works,I was Sheree was on for 1 day and all of a sudden nothing sheshe5.5 insta,1,0,24-01-2022 16:09,Tinder;;
4196,Thomas Lander,Good soup,4,0,24-01-2022 16:03,Tinder;;
"4197,Clement Mwangi,""Too much restrictions on the app . I have been banned twice and I don't understand what I did to be banned . This is just unfair ,I would now recommend okcupid ,it's more fun and has less restrictions."",1,1,24-01-2022 15:52,Tinder";;
4198,Aleksandar Spasic,Mislim da je pretplata visoka za nase trziste,4,0,24-01-2022 15:47,Tinder;;
4199,Yogesh Kumar,It's not an app.its collection of garbage. Don't waste time .I should change the process of creating the profile,1,0,24-01-2022 15:47,Tinder;;
4200,Only WhatsApp Status,You can not with your match without subscription any package,2,0,24-01-2022 15:35,Tinder;;
"4201,eddygrant shaka,""awfully disappointing, money conscience"",1,0,24-01-2022 15:32,Tinder";;
4202,D B Cooper,Android.. I unistalled tinder re installed it but it won't even open now ! All permissions allowed in app settings so can you help . Thank you,3,0,24-01-2022 15:23,Tinder;;
"4203,Diana Sulistia,""I want to say thank you very much to Tinder. I've had my account blocked before, but now I can go back to using my tinder. Thanks for still giving me a chance."",5,0,24-01-2022 15:12,Tinder";;
4204,Matt Jenkins,Stop f@#*ING badgering me with that sodding 3x superlike prompt. I won't pay purely on principle now.,1,2,24-01-2022 14:45,Tinder;;
4205,Abhishek V,I got a prepaid sim and tried to log in. It said my number is banned. Why on earth would anyone want a banned number. Called up the provider and they said it's from tinder and they can't do anything.,1,0,24-01-2022 14:44,Tinder;;
4206,Bhupendra Thapa,Awesome 💯👍😎,5,0,24-01-2022 14:43,Tinder;;
4207,Haley Wade,I met the love of my life welp and then a car accident. Long story short we love each other but we're both afraid of the freeway,3,0,24-01-2022 14:33,Tinder;;
4208,slim gee,The app ain't bad,4,0,24-01-2022 14:25,Tinder;;
4209,Christina T,Contacted the developer on the banned account and problem is solved within 12 hours. Great customer service. Still trying out the app and not sure how to rate it yet.,4,0,24-01-2022 14:18,Tinder;;
4210,Mohit Modi,Just for sex,5,0,24-01-2022 14:13,Tinder;;
4211,Aryan Kumar,Bahut bekar aap,1,0,24-01-2022 14:11,Tinder;;
4212,Your Music channel,Cant match or sending messages,1,0,24-01-2022 14:10,Tinder;;
4213,Vasantham Malar,⚘👍,4,0,24-01-2022 14:08,Tinder;;
"4214,Sameer ArorA,""Tinder took money from me and app goes into infinite loop when I receive a like / message. Tried reinstalling, they are asking for money again."",1,0,24-01-2022 13:55,Tinder";;
"4215,andrew the,""Very good app, met my future Fiance."",5,0,24-01-2022 13:33,Tinder";;
"4216,Geoff Smith,""Scam it always wants money, please do not install, I gave it a couple of months,£500+ down on cash and still nothing."",1,0,24-01-2022 13:16,Tinder";;
4217,ajoku raymond,I can't add a payment account to upgrade to gold and it's really frustrating. I have a lot of likes but i can't access them.,3,0,24-01-2022 13:16,Tinder;;
4218,Veena angel,Guy's dont install it Fraud...money robery...app.. If i have 0 star then i agree for that also.... My Foot first number...fake fake fake.. Cant reply,1,0,24-01-2022 13:13,Tinder;;
4219,Pranith Devadiga,I took tinder Platinum totally waste of money allmost all fake profile worst app,1,0,24-01-2022 13:00,Tinder;;
"4220,suzzdebby nyange,""Hi kindly someone assist me, on how can you pay using mpesa method?"",1,0,24-01-2022 12:54,Tinder";;
4221,YANA KATLIAROVA,Uwielbiam ❤,5,0,24-01-2022 12:49,Tinder;;
4222,anantha anirudh,Not for below 18,1,0,24-01-2022 12:48,Tinder;;
"4223,Kayley Ramirez,""I'm matching with ppl but it doesnt show me them, I have to reinstall the app a bunch to get it to show me. Its also not letting me talk to ppl, they'll message me and I'll try to reply but it says it failed to deliver even when i reinstall ://"",2,11,24-01-2022 12:47,Tinder";;
4224,Ryaan Briton,Was blocked myself 😔,1,0,24-01-2022 12:24,Tinder;;
4225,aremo Moses,I found it difficult to login to my account even after verification link in my email. When i supplied my phone number used for registration i couldn't get OTP digit whenever i want to log in. I don't know what is going on.,3,0,24-01-2022 12:22,Tinder;;
4226,bishal nayak,Most of them are unverified and bot accounts,1,0,24-01-2022 12:13,Tinder;;
4227,Jerome Winters,Not worth it even if you're just bored,1,0,24-01-2022 12:10,Tinder;;
4228,Angel Lucifer,Useless 💯,1,0,24-01-2022 12:10,Tinder;;
4229,Darvette Reed,I don't like it!!,1,0,24-01-2022 11:56,Tinder;;
"4230,Ellie Monty,""You have to be extremely picky if you are looking for a real one. I was completely upfront about exactly what I was looking for and what I wanted. Through this I found the best partner I have ever had, by far. He is my heart in human form. I highly recommend this app as long as you personally have a solid selection process. Update: 💔 lmao. 2 years in before I found out he's a compulsive liar and his whole family covers up for him."",3,18,24-01-2022 11:48,Tinder";;
4231,Penny Banach,Banned for sexual activity lmao. This app was literally designed for hook ups. What a joke.,1,0,24-01-2022 11:43,Tinder;;
4232,Sanele,When you know what you want to get it,5,0,24-01-2022 11:33,Tinder;;
4233,News Monger,The application of uploaded videos and verification of members made it worth while 🤝,4,0,24-01-2022 11:23,Tinder;;
4234,Valerie Soto,1 star untill they repair my issue. I tap on the green heart or swipe right. My match won't appear on the messaging portion. Kinda the point of this app.,1,0,24-01-2022 11:08,Tinder;;
4235,Lukasz Marzec,Good,5,0,24-01-2022 11:05,Tinder;;
"4236,Lebanon Tz,""No more words, good for good"",5,0,24-01-2022 11:05,Tinder";;
"4237,Raj kumari,""My account is banned without having done anything.. No abusive, hate, sensual content or any violation.. And what's more irritating is there is no one who tells you what went wrong.. Tinder team if reading this make sure you improve yourself!"",1,0,24-01-2022 11:04,Tinder";;
"4238,Andrew M,""constantly forcing you to have your location on, huge battery killer this app, delete. And another nazi gestapo removing profiles, no reason given, as simple as that, if someone had a disagreement bam, deleted your entire profile, fkn fascism at the highest level🖕🏻"",1,0,24-01-2022 10:42,Tinder";;
4239,Andrody Developer,Bad app null,1,0,24-01-2022 10:20,Tinder;;
4240,Cristiano Olivera,nice!!!,5,0,24-01-2022 10:15,Tinder;;
"4241,Milana Safonov,""Dont download this. I was going to meet up with a handsome man but it was a catfish, i nearly got raped beacause of a old man. Dont download!!!"",1,0,24-01-2022 10:05,Tinder";;
"4242,0 0,""This app is just made to validate women, no one has success on here. Half the people are fake or will just catfish you."",1,0,24-01-2022 09:50,Tinder";;
4243,psyco Mic's,Very nice I like it,5,0,24-01-2022 09:37,Tinder;;
4244,Keegan Lovitt,Love it,5,0,24-01-2022 09:31,Tinder;;
"4245,--,""Só vai ter alguma utilidade se você pagar. Não é muito caro até, nos primeiros momentos vai ter muita gente e tudo mais, mas vai passar uns 2 dias não vai aparecer praticamente ninguém. Update: Quando você tenta mexer em alguma outra coisa percebe que parece que foi programado por um estagiário, problemas na verificação de login (criou uma segunda conta com o mesmo número????), você pode selecionar as músicas que vai aparecer do Spotify, mas não vai mudar nada sua seleção, e assim vai..."",1,0,24-01-2022 09:23,Tinder";;
4246,Edokandar,Nothing more wasted time.,1,0,24-01-2022 09:17,Tinder;;
4247,Arnold Healy,Mind relaxing and inspiring,5,0,24-01-2022 09:04,Tinder;;
4248,SRIKANTH VOOTLA,Everything is paid and does not work on wifi,3,0,24-01-2022 08:52,Tinder;;
4249,Potentia Priestess,Love hate U. All of U. 🥰💞,5,0,24-01-2022 08:50,Tinder;;
4250,Jenkins Monzey,Sucks,1,0,24-01-2022 08:39,Tinder;;
"4251,Jon Price,""Sends me message, contact card, and message notifications all the time but wont show me any of them. It doesnt show locals unless you pay."",1,0,24-01-2022 08:22,Tinder";;
4252,Kathy Warren,I think you should try and find more older black men for the black females!! Please!,3,0,24-01-2022 08:14,Tinder;;
4253,Daniel Frosh,I love it,5,0,24-01-2022 08:11,Tinder;;
4254,queen evans,Why they are insisting me to pay yet it's free,1,0,24-01-2022 08:10,Tinder;;
4255,tauseef ali,Its amazing,5,0,24-01-2022 07:58,Tinder;;
4256,Aryan Soni,Developers! Unable to upload more than 1 picture on the profile. It continues to load endlessly. I tried deleting and creating the account again. Device is OnePlus 7 pro. Please fix this issue asap,2,0,24-01-2022 07:53,Tinder;;
4257,Tihara Jamal,I don't know why my review keeps getting pulled down. I am calling out Tinder's unfair tactics to ban people for no reason. When you reach out they do not tell you what you did nor do they have an appeal process in place to allow you to try to get your account back. They also do not give warnings so you can correct your behavior.,1,93,24-01-2022 07:27,Tinder;;
4258,Andrew Betts,Xxx Z XZ @@!@°°°○••°@ztz°°°!!!!@aaaaaaaaaAaaaaaasaaaaaasssassAaaazassasaasazaAA W- z 222w,1,0,24-01-2022 07:23,Tinder;;
"4259,Blake Hobba,""Pretty much only good for one night stands. Not really interested in those as a """"grown up"""". Out of 77 """"matches"""", only 2 were worth actually dating. If you're going by looks alone, this is your app. It's really just to facilitate meaningless sex between people who can't communicate with real humans in real life."",1,2,24-01-2022 07:18,Tinder";;
4260,Victor Das,Can't get a match need to pay for everything,1,0,24-01-2022 07:17,Tinder;;
"4261,Jacob Ward,""""""Matches"""" fail to show up. People who have swiped right on your profile very rarely show up. Do better, Tinder."",1,0,24-01-2022 07:17,Tinder";;
